LOCATION,NAME
8911,Hafenweg
8912,Nieuwe Niedorp
8913,De Rijd
8914,Liggeld
8915,Kast 8561
8916,Kast 8562
8917,Kast 8559
8918,Kast 8560
8919,Schleuse Munster OW
8920,Wilhelmshafenufer
8921,Kast 8547
8922,Kast 8548
8923,Kast 8549
8924,Kast 8550
8925,Kast 8551
8926,Kast 8552
8927,Zuil 8540
8928,Zuil 8541
8929,Zuil 8542
8930,Zuil 8543
8931,Zuil 8544
8932,Zuil 8545
8933,Zuil 8546
8936,Berlin - Goethestraße 87
8937,Townhouse - Waschküche
8938,Düsseldorf - Arcadiastraße 40
8939,Arcadia Höfe 40
8940,Düsseldorf - Arcadiastraße 11
8941,Arcadia Höfe 11
8942,PIN automaat
8943,Kort Liggeld
8944,Horecaplein Heuvel
8945,Karpendonk 33003
8946,Longyearbyen - Vei 509 - Elvesletta 2
8947,Vaskeri
8948,Greifswald - Soldmannstr. 16
8949,Waschküche
8950,Greifswald - Ellernholzstr. 4
8951,Waschküche
8952,Greifswald - Soldmannstr. 16a
8953,Waschküche
8954,Greifswald - Soldmannstr. 17
8955,Waschküche
8956,Garmisch - Lagerhausstrasse 4a/b
8957,Waschkeller
8958,Box 153139
8959,Box 153144
8960,Dortmund - Hoher Wall 17
8961,Wash-Lounge
8962,Nola - San Vitaliano
8963,Statione GNL - Via Pagliarelle
8964,Heverlee - Groenstraat 127
8965,Mr. Eco Wash
8966,_to be deleted
8967,Kuchl - Markt 136c
8968,Haus Blau - Waschkeller
8969,Haus Rot - Waschkeller
8970,Haven
8971,Kast 16
8972,Kast 1
8973,Kast 4
8974,Kast 210730
8975,Kast 13
8976,Kast 18
8977,Kast 10E
8978,Kast 8
8979,Kast 10
8980,Kast 3
8981,Kast 210924
8982,Kast 20
8983,Kast 15
8984,Bielefeld - Babenhauser Straße 37
8985,Waschküche
8986,Kast 12
8987,Kast 14
8988,Kast 5
8989,Kast 17
8990,Düsseldorf - Arcadiastraße 19
8991,Düsseldorf - Arcadiastraße 26
8992,Ruijterkade west - middensteiger kast 543 544
8993,WS00005
8994,WS00006
8995,SMARTments - Waschkeller SMS
8996,WS00007
8997,WS00008
8998,WS00009
8999,WS00010
9000,Kast 10
9001,WS00011
9002,Westerdoksdijk 1
9003,WS00014
9004,Saint-Denis - 2 rue de la fortification
9005,PARME ETUDES SAINT REMY - LAVERIE
9006,Graz - Idlhofgasse 62
9007,Waschküche
9008,Molde - Britvegen 19
9009,Campus Vaskeri
9010,Molde - Mekvegen 15
9011,Kvam Vaskeri
9012,Oudewater
9013,Vestby - Høgdaveien 7
9014,_to be deleted
9015,Vaskerom i 1. etg
9016,Den Haag Leyweg (oud)
9017,Den Haag Loosduinen (oud)
9018,Den Haag Ypenburg - Vuursteen
9019,Den Haag Lange Voorhout
9020,Den Haag Stevinstraat
9021,Salzburg - Faberstrasse 19
9022,Gästehaus Mozart - Waschkeller
9023,"Ivry-sur-Seine - 5, allée Allain Leprest"
9024,Laverie YouFirst Campus - Paris Porte d’Ivry
9025,"Champs sur Marne - 6, boulevard Copernic "
9026,Laverie YouFirst Campus - Paris Cité Descartes
9027,Nijmegen - Wolfskuilseweg 98
9028,Wolfskuilseweg
9029,WS00015
9030,Sittard - Watersley 31
9031,Sports & Talentpark - Miele Laundry Boutique
9032,Halden - SIØ - B R A Veien 8
9033,SiØ - B R A Veien 8
9034,Oslo - Thereses gate 3c-f
9035,Bygg C - Nr 1
9036,Box 210920
9037,Box 212001
9038,Box 212002
9039,Box 212003
9040,Box 212004
9041,Box 212005
9042,Box 212007
9043,Box 212033
9044,Box 212034
9045,Box 212035
9046,Box 212038
9047,Box 212039
9048,Box 212041
9049,Box 212044
9050,Box 212046
9051,Box 212047
9052,Box 212048
9053,Box 212049
9054,Box 212050
9055,Box 212107
9056,Kast 4 (URU 203831)
9057,Kast 5 (URU 203830)
9058,Kast 6 (URU 92835)
9059,Wilhelminaplein
9060,Urban Sport
9061,_to be deleted Granada
9062,LAVANDERIA_JM_1
9063,_to be deleted
9064,Maasmechelen
9065,Kerava - Jurvalantie 8
9066,Pesutupa
9067,Ljubljana ETIS - Demo Location
9068,Celje - Ljubljanska Cesta 21
9069,Pralnica
9070,Aachen - Am Venskyhäuschen 40-42
9071,Objekt 7015 - Waschküche 1
9072,Granada - C/Profesor Clavera 8
9073,Location Update: Please re-enter machine number in settings -> account -> my preferred laundrette
9074,Box 212045
9075,Box 212102
9076,Box 212140
9077,Box 212145
9078,Box 212116
9079,Box 212146
9080,Box 212143
9081,Box 212130
9082,Box 212118
9083,Box 212142
9084,Box 212119
9085,Box 212120
9086,Harlingen
9087,Nieuwe Vissershaven
9088,K14 212105
9089,Box 212117
9090,Box 210915
9091,Box 210918 (Box 3)
9092,Box 212036
9093,Box 212018
9094,Box 212040
9095,Box 212027
9096,Box 212021 (Box 2)
9097,Box 212319
9098,Box 212017
9099,Box 212020
9100,Box 212023
9101,Box 212006
9102,Box 212022
9103,Box 212024
9104,Box 212025
9105,Box 212026
9106,Box 212028
9107,Box 212032
9108,Box 212031
9109,Box 212037
9110,München - Baierbrunner Str. 38
9111,Rioca Munich Posto 3 - Waschküche
9112,Wageningen - Churchillweg 2
9113,Wasserette Churchillweg
9115,Oosterdok Amsterdam
9116,URU 20480052
9117,Liggeld
9118,Den Haag Leyweg
9119,Den Haag Loosduinen
9120,Leyweg
9121,Loosduinen
9122,Weert - Emmasingel 53
9123,Loft 33 Miele Laundry Boutique
9124,Stockholm - Heliosgatan 13
9125,Unity Hammarby
9126,Wismar - Philipp-Müller-Str. 25
9127,Waschküche
9128,Amsterdam - Het Kwartier (2)
9129,Wasserette Vaandeldrager
9130,Amsterdam - Het Kwartier (1)
9131,Wasserette Winnaar
9132,Location Update: Please re-enter machine number in settings -> account -> my preferred laundrette
9133,Hamburg - Kiwittsmoor 28
9134,Waschküche
9135,Helsinki - Melkinlaituri 8
9136,Tvättstuga
9137,Aalst
9138,Camperplaats Zwembadlaan 2
9139,Kast 212138
9140,Kast 212144
9141,_to be deleted
9142,Schwäbisch Gmünd
9143,Nice - 455 Promenade des Anglais
9144,les estudines Nice Saint Augustin - Laverie
9145,Bagnolet - 37 avenue du Général de Gaulle 
9146,les estudines Paris Bagnolet - Laverie
9147,Bagnolet - 47 avenue du Général de Gaulle
9148,les estudines Paris Bagnolet - Laverie
9149,Limoges - 61 rue du Puy Las Rodas 
9150,les estudines Limoges Las Rodas - Laverie
9151,Bordeaux - 20 quai Armand Lalande 
9152,les estudines Bordeaux - Laverie
9153,_to be deleted
9154,Heilbronn
9155,Gelsenkirchen - KST 578 WH Wodanstraße
9156,Waschkeller 7a
9157,Waschkeller 7c
9158,Waschkeller 7f
9159,_to be deleted
9160,_to be deleted
9161,_to be deleted
9162,Wageningen - Gerdesstraat 71
9163,Laundry Work Spot
9164,Hamar - Seminargata 35
9165,SINN - Vaskeri
9166,Hamar - Grønnegata 70
9167,SINN - Vaskeri
9168,Zwolle
9169,Pr. Margriethaven
9170,Kast 212818
9171,Kast 212030
9172,Kast 212012
9173,Kast 212015
9174,Kast 212801
9175,Kast 212008
9176,Kast 212817
9177,Longyearbyen - Vei 509 - Elvesletta 1
9178,Vaskeri
9179,Wien - Schnirchgasse 11
9180,Waschküche
9181,"Elvesletta Boligpark, blokk 1"
9182,"Elvesletta Boligpark, blokk 1"
9183,Wien - Schnirchgasse 9
9184,Waschküche
9185,Berlin - Selma-Lagerlöf-Str. 10-16
9186,Waschküche
9187,Jyllinge - Møllehaven 8
9188,Møllehaven
9189,Best - MalleJan 2-60
9190,MLB - Mijn Thuis
9191,Eindhoven - Frankrijkstraat 101-235
9192,MLB - Mijn Thuis
9193,Erlangen - Wöhrstraße 13+14
9194,Waschkeller
9195,K28 212122
9196,K22 212124
9197,K16 212617
9198,K17 212127
9199,K18 212128
9200,K19 212129
9201,K20 212615
9202,K21 212123
9203,K23 212125
9204,K24 212126
9205,K25 212106
9206,K26 212101
9207,K27 212121
9208,Lavanderia
9209,Porto - Rua Dr. Júlio de Matos no 401
9210,Studyou Porto Asprela Campus - Laundry room
9212,Cork -  Dyke Parade
9213,UCC Mardyke Hall - Laundry
9214,Alcoi - c/ San Juan de Ribera 11
9215,Lavanderia
9216,Lelystad
9217,Vilshofen - Schweiklberg 1
9218,Waschküche
9219,Bataviahaven
9220,K29 212103
9221,K30 212104
9222,Zwolle - Katerdijk 3
9223,Camperpark Hofvliet
9224,Verblijf
9225,Wien - Große Schiffgasse 12
9226,home4students - Wash Lounge
9227,XXX
9229,Ferratec - Rudolfstetten
9230,URU 21340001
9231,URU 21340002
9232,Stay zone
9233,Schwäbisch Gmünd - Königturmstrasse 39
9234,Heilbronn - Schmollerstraße
9235,Tilburg
9236,Hamburg - Schüttstrasse 1-5
9237,Schüttstrasse
9238,Hamburg - Moorstrasse 15
9239,Moorstrasse 15 Hamburg
9240,Den Bosch
9241,Camperplaats Den Bosch
9242,K1
9243,Heyhoef
9244,Westermarkt
9245,Leijpark
9246,Stappegoor
9247,Besterdplein
9248,Wagnerplein
9249,Wilhelminapark
9250,Tongerloplein
9251,Ypelaerpark
9252,Koningsoord Berkel-Enschot
9253,Reeshofpark
9254,Spoorlaan
9255,Mobiele Unit 013-01
9256,Mobiele Unit 013-02
9257,Mobiele Unit 013-03
9258,Mobiele Unit 013-04
9259,K2
9260,K3
9261,K4
9262,K5
9263,K6
9264,K7
9265,K8
9266,K9
9267,K10
9268,K15 212616
9269,K01 212618
9270,K02 212619
9271,Breestoep
9307,Tilburg Westermarkt EVE-004
9308,Tilburg Westermarkt EVE-004A
9309,Tilburg Westermarkt EVE-007
9310,Tilburg Westermarkt EVE-NIEUW
9311,Tilburg Westermarkt EVE-005
9312,Tilburg Westermarkt EVE-005A
9313,Tilburg Westermarkt EVE-007A
9314,Tilburg Westermarkt EVE-006
9315,Tilburg Westermarkt EVE-006A
9316,Tilburg Westermarkt EVE-006B
9317,Kast EVE-018
9319,Rena - Fabrikkveien 4
9320,Vaskeri (4)
9321,Weert
9322,Rena - Fabrikkveien 6
9323,Vaskeri (6)
9324,Rena - Fabrikkveien 8
9325,Vaskeri (8)
9326,Wien - Viehmarktgasse 4
9327,Rioca Vienna Posto 2 - Waschküche
9328,Stadspark
9329,Weert Stadpark 01
9330,Madrid - Calle Victor de la Serna 13
9331,Lavanderia
9332,Wolfsburg - Hochring 39	
9333,Waschküche
9334,Wolfsburg - Burgwall 9-17
9335,Waschküche
9336,"Móstoles -  C. Andrómeda, 41"
9337,Lavanderia
9338,Sevilla - C. Miguel Cid 25
9339,Lavanderia
9340,Berlin - Pohlstr. 82
9341,Waschkeller
9342,Stock Miele DE production 2019
9343,Box 212821
9344,Box 212822
9345,Box 212824
9346,Box 212828
9347,Box 212837
9348,Box 212840
9349,Box 212845
9350,Box 213501
9351,Box 213502
9352,Box 213503
9353,Box 213504
9354,Box 213505
9355,Box 213506
9356,Box 213507
9357,Box 213508
9358,Box 213509
9359,Box 213510
9360,Box 213511
9361,Box 213512
9362,Box 213513
9363,Box 213514
9364,Box 213515
9365,Box 213516
9366,Box 213517
9367,Box 213518
9368,Box 213519
9369,Box 213520
9370,Box 213521
9371,Box 213522
9372,Box 213523
9373,Box 213524
9374,Box 213525
9375,Box 213526
9376,Box 213527
9377,Box 213528
9378,Box 213529
9379,Box 213536
9380,Box 213537
9381,Box 213538
9382,Box 213539
9383,Box 213540
9384,Box 213541
9385,Box 213542
9386,Köln - Gummersbacher Straße 31 a
9387,Location Update: Please re-enter machine number in settings -> account -> my preferred laundrette
9388,Berlin - Friedrichstraße 150
9389,Untergeschoß
9390,Den Haag Hofplaats
9391,Boerenmarkt
9392,_to be deleted
9393,_to be deleted
9394,Bielefeld - Merianstraße 10
9395,WaschKüche -  Campus Westend
9396,Eindhoven (Walstroom)
9397,Eindhoven - Heihoef
9398,Eindhoven - VV Acht
9399,Spardorf - Buckenhoferstraße 3
9400,Personalunterkunft Spardorf
9401,Bonn - Belderberg 21
9402,Waschküche Studentenwohnheim Belderberg
9403,Alta - Follumsvei 4-6
9404,Follumsvei 4-6
9405,Verblijf
9406,Wien - Dresdner Str. 109
9407,Rioca Posto 1
9408,Thomastown - Co. Kilkenny
9409,The Quay Car Park
9410,Stay
9411,Callan - CO. Kilkenny
9412,The Abbey Meadow
9413,Stay
9414,Pedestal 210944
9415,Pedestal 213535
9416,LinkedLiving - Laundry
9417,Luxembourg - route de Longwy 200
9418,Laundry Longwy
9419,Veldhoven - Thuis
9420,Miele Laundry Boutique
9421,DWTA1
9422,DWTA3
9423,Veemkade t.h.v. huisnummer 1104
9424,WS00022
9425,WS00017
9426,WS00018
9427,WS00019
9428,WS00020
9429,WS00033
9430,EBF-seminar 2021 Denmark
9431,Zuil 212833
9432,Luxembourg - rue Charles Martel 60A
9433,Laverie Chopin
9434,EVE 16
9435,Box 212846
9436,Box 213431
9437,Udenhout
9439,Berkel-Enschot
9440,Box 210912
9442,_Oslo - Markveien 28
9443,CLEAN KOKOS
9444,Alfter - Villenstraße 6-8
9445,Waschküche Studentenwohnheim Villestraße
9446,Quadraturen - Tollbugata 13
9447,Quadraturen
9448,WS00016
9449,-
9450,WS00023
9451,Danzigerkade t.h.v. huisnummer 68
9452,WS00024
9453,WS00025
9454,WS00026
9455,WS00027
9456,WS00028
9457,Vaals - MLB Koperstraat
9458,Miele Laundry Boutique
9461,Zürich - Mattengasse 17/19
9462,Waschküche
9463,WS00029
9464,Sumatrakade t.h.v. Azartplein
9465,WS00030
9466,WS00031
9467,WS00032
9468,WS00021
9469,WS00034
9470,WS00035
9471,Javakade t.h.v huisnummer 620
9472,WS00036
9473,Warszawa - Niepodległości 147
9474,Szkoła Główna Handlowa - Sabinki
9475,To be deleted
9476,WC Haagdijk
9477,Kan weg
9478,EHV Haagdijk 31002
9479,To be deleted _HAMAR - SINN
9480,Laundry Room
9481,Hamar - Fredrik Monsens gate 23
9482,SINN - Vaskeri
9483,Marktplein 04
9484,Bernau - Am Mahlbusen 46 - 70
9485,Waschkeller 1
9486,Waschkeller 2
9487,Ashford - Arrowhead Road
9488,Laundry - Ashford International Truckstop
9490,Budapest
9491,Zuil 1
9492,Halden - SIØ - B R A Veien 6
9493,SiØ - B R A Veien 6
9494,EHV Haagdijk 31001
9495,URU 2020100011
9496,Vaste vergoeding
9497,"Belvaux - 4, rue Samuel Beckett"
9498,Laverie
9499,WS00037
9500,Surinamekade t.h.v KNSM Laan 679
9501,WS00038
9502,WS00039
9503,Minervahavenweg 1
9504,WS00040
9505,WS00041
9506,Wagnerplein kast 04-2
9507,Wagnerplein kast 01
9508,Kast 51002-1
9509,Kast 51002-2
9510,Kast 51012
9511,Kast 51003-2
9512,Kast 51003-1
9513,Wagnerplein kast 04-1
9514,Wagnerplein kast 05-2
9515,Wagnerplein kast 05-1
9516,WS00042
9517,URU 2021330013
9518,Wagnerplein kast 07
9519,Kast 51001-1
9520,Wagnerplein kast 04-3
9521,URU 2021270009
9522,URU 2020100007 defect Geldrop
9523,URU 2021270012
9524,URU 2021270002
9525,URU 2021270019
9526,Tournoysveld
9527,URU 2021270010
9528,URU 2021270007
9529,URU 2021270003
9530,Kast 01
9531,URU 2021270008
9532,URU 2021270006
9533,Wagnerplein kast 03-2
9534,Wagnerplein kast 01A
9535,URU 2021330001
9536,Wagnerplein kast 06
9537,URU 2021330009
9538,Kast 51001-2
9539,Kast 51004
9540,Wagnerplein kast 02-1
9541,Wagnerplein kast 02-3
9542,Wagnerplein kast 03-1
9543,Wagnerplein kast 02-2
9544,Kast 51005-1
9545,Kast 02 Powerlock 400A
9546,Kast 03
9547,Molenvliet
9548,Kast 01 Powerlock 400A
9549,Prinsenbeek 1-3
9550,Kast 02
9551,URU 2021270023
9552,URU 2120480051
9553,URU 2021270011
9554,WS00043
9555,Haparandadam 1
9556,WS00044
9557,WS00045
9558,WS00046
9559,WS00047
9560,WS00054
9563,Elspro - Hilden
9564,URU+ 2021400006
9565,_Demo - ParkAndPower
9566,_Demo - NomadPower
9567,Zuil 2
9568,URU+ 2021400006
9569,_to be deleted
9570,Laverie
9571,Lauwersoog NG Shipyards
9572,Saen Demo
9573,Graz - Starhemberggasse 2
9574,Waschküche
9575,SiØ- Bjølstadveien 8N
9576,SiØ- Bjølstadveien 8N
9577,K13 212623
9579,Nyborg - Campushaven 33
9580,Vaskeri Campushaven
9581,Lelystad - Wonen bij Lilly
9582,Miele Laundry Boutique
9583,_To be deleted
9584,Pralnia
9585,Warszawa - ul. Madalińskiego 31/33
9586,Szkoła Główna Handlowa - Grosik
9587,K09 212627
9588,_to be deleted
9589,_to be deleted
9590,K11 212621
9591,WS00053
9592,WS00052
9593,Oude Houthaven - kade 3
9594,Buiksloterweg 1
9595,WS00055
9596,WS00056
9597,IJplein t.h.v huisnummer 109
9598,WS00057
9599,WS00058
9600,Westhavenweg
9601,WS00059
9602,WS00060
9603,Nieuwe Hemweg
9604,WS00063
9605,Pontsteiger
9606,WS00065
9607,WS00066
9608,WS00067
9609,WS00068
9610,WS00069
9611,API Test
9612,Amsterdam - Rudolf Dieselstraat 7 (blok 8)
9613,Miele Laundry Boutique
9614,K03 212628
9615,K04 212629
9616,K05 212630
9617,K06 212624
9618,K07 212625
9619,K08 212626
9620,K10 212620
9621,K12 212622
9622,Quai Rambaud service fee
9623,service fee
9624,Thessaloniki - Valaoritou 10
9625,Hamlet 2b - Dirty laundry
9626,Objekt 7015 - Waschküche 2
9627,Markt Schwaben - Enzensbergerstr. 8
9628,Waschkeller
9629,WS00071
9630,WS00070
9631,WS00072
9632,Zuil 24270
9633,Zuil 24274
9634,Montpellier
9635,Oslo - Markveien 28
9636,_to be deleted
9637,Genk
9638,Camperplaats Kattevennen
9639,Zuil 212823
9640,Zuil 212814
9641,Zuil 212108
9642,Zuil 212815
9643,Horten - Borreveien 46
9644,Borreveien 46
9645,Villefranche-sur-Saône (service fee)
9646,Halte Fluviale service fee
9647,Service fee
9648,Graz - Mariatroster Str. 9-11
9649,Waschküche
9650,Stock Miele DE production 2021
9651,Box 214238
9652,Box 214239
9653,Box 214240
9654,Box 214241
9655,Box 214242
9656,Box 214243
9657,Box 214244
9658,Box 214245
9659,Box 214246
9660,Box 214247
9661,Box 214248
9662,Box 214249
9663,Box 214250
9664,Box 202013
9665,Box 210903
9666,Box 212809
9667,Box 212810
9668,Box 212811
9669,Box 212812
9670,Box 212831
9671,Box 212832
9672,Box 212834
9673,Box 212835
9674,Box 212836
9675,Box 212842
9676,Box 212847 (Broken Box from Rioca Neu-Ulm Posto 5)
9677,Box 212848
9678,Box 212849
9679,Box 214201
9680,Box 214203
9681,Box 214202
9682,Box 214204
9683,Box 214205
9684,Box 214206
9685,Box 214207
9686,Box 214208
9687,Box 214209
9688,Box 214210
9689,Box 214211
9690,Box 214212
9691,Box 214213
9692,Box 214214
9693,Box 214215
9694,Box 214216
9695,Box 214217
9696,Box 214218
9697,Box 214219
9698,Box 214220
9699,Box 214221
9700,Box 214222
9701,Box 214223
9702,Box 214224
9703,Box 214225
9704,Box 214226
9705,Box 214227
9706,Box 214228
9707,Box 214229
9708,Box 214230
9709,Box 214231
9710,Box 214232
9711,Box 214233
9712,Box 214234
9713,Box 214235
9714,Box 214236
9715,Box 214237
9716,Brno - Dornych 519/47e - Domeq II+III
9717,Prádelna
9718,Hamburg - Berner Heerweg 183a/185
9719,Waschkeller 183a
9720,Waschkeller 185
9721,Stuttgart  - Ernsthaldenstraße 43-49
9722,Waschküche
9723,Aachen - Haarener Gracht 7/7a/7b
9724,Waschküche
9725,Göttingen  - Erich Schmidt Weg 2
9726,Waschküche
9727,Göttingen  - Goßlerstraße 77
9728,Waschkeller
9729,Langenhagen  - Konrad-Adenauer-Straße 28-36
9730,Waschküche
9731,Hamburg  - Von-Sauer-Straße 2A
9732,Waschküche
9733,Wien - Am Grünen Prater 11
9734,MILESTONE Campus
9735,Kast 212806 A steiger opgang
9736,Kuringen - Kuringen 12App
9737,KUR Wash&Dry
9738,Hamburg -Triftstrasse
9739,Waschkeller
9740,Wijchen - Vlaskam 26
9741,Laundr - Young People Living
9742,Graz - Bahnhofgürtel 55
9743,MILESTONE Lend
9744,Salzburg - Röcklbrunnstraße 20
9745,_to be deleted
9746,Immenstadt - im Stillen 43
9747,Villa Nagelfluh - 0.14
9748,Kitzbühel - Jochberger Straße 12
9749,Personalunterkunft Jägerwirt - Waschküche
9750,Garmisch - Lagerhausstrasse 10 e/f
9751,Waschküche
9752,Bad Doberan-Heiligendamm - Kühlungsborner Str. 19E
9753,HD Boarding House Haus 2
9754,Waterfront - Oude Vissershaven
9755,Göttingen - Am Gartetalbahnhof 4-8
9756,Waschküche
9757,Paris - 3 allée Yvette Guilbert
9758,les estudines Paris Batignolles - Laverie
9759,Bagneux - 1 impasse Jeanne d'Arc
9760,les estudines Paris Bagneux - Laverie
9761,Courbevoie - 11 allée des Tilleuls
9762,les estudines Grande Arche - Laverie
9764,Courbevoie - 49 Rue des Etudiants 
9765,Studcity La Colline de l'Arche - Laverie
9766,Lommedalen - Skolegata 10
9767,Laundry room
9768,Kast 3 (ombouwen)
9769,Woerden - Hogewoerd 3
9770,Laundr - GroenWest
9771,Bad Säckingen - Nagaistr. 7
9772,Schülerwohnheim Waschraum
9773,_to be deleted
9774,_to be deleted
9775,Heidenheim - Schneitheimer Strasse 63
9776,Heidenheim - Schneitheimer Strasse 63
9777,Amsterdam - Rudolf Dieselstraat 7 (blok 7)
9778,Miele Laundry Boutique Ymere
9779,WSV Vlaardingen
9780,Oosthavenkade Vlaardingen
9781,Liggeld
9782,Zone
9783,Graskade liggeld
9784,Oldemarkt
9785,Het Butent
9786,Verblijf
9787,Huisje nr 48
9788,Freiburg - Moltkestraße 9
9789,Schuble Moltke
9790,Førde - Tervatunet 1
9791,Saman - Tervatunet
9792,_to be deleted
9794,_to be deleted
9797,Den Bosch - betaalautomaat
9798,Betaalautomaat
9799,schakelzuil
9801,Darmstadt - Haardtring 15
9802,Tournoysveld
9803,Molenvliet
9804,Harmelen
9805,Kloosterweg
9806,Rotterdam - Our Domain
9807,Miele Laundry Boutique
9808,Vianen camperplaats
9809,Kassel - Ihringshäuser Str. 8
9810,Waschküche
9811,Kassel - Ihringshäuser Str. 10a
9812,Waschküche
9813,Kast 73006
9814,Besterdplein 04
9815,Kast 61002-2
9816,Kast 51005-2
9817,Kast 61002-1
9818,Besterdplein 03B
9819,Kast 51006-1
9820,Kast 51006-2
9821,Kast 73001 DEFECT MODEM
9822,Besterdplein 03A
9823,Kast 73003-2
9824,Kast 61001-2
9825,Kast 73003-1
9826,Besterdplein 02A
9827,Kast 61001-1
9828,Kast 73002
9829,Besterdplein 01
9830,Besterdplein 02B
9831,Besterdplein 04B
9832,Besterdplein 05
9833,Besterdplein 06
9834,Kast 54001-2
9835,Besterdplein 04A
9836,Besterdplein 07A
9837,Kast 54001-1
9838,Heidelberg - Bunsenstr. 12
9839,Bunsen Wash
9840,Mannheim - Tattersallstr. 20-24
9841,City-Wash
9842,Hengelo
9843,Hengelose Slangenbeek
9844,Hengelo Es
9845,Locations
9846,Example location
9847,Águeda Centro Service Area
9848,Sangalhos Service Area
9849,Arouca Service Area
9850,Aveiro Central Station
9851,Castelo de Paiva Motorhome Park
9852,Beduido Service Area
9853,Estarreja Service Area
9854,Ribeira da Aldeia - Pardilhó Park
9855,Sölden - Gehördestrasse 8
9856,Happywash Mitarbeiterhaus
9857,Marina Planet - Ravenna
9858,URU+ 2021400001
9859,Maastricht - Grote Gracht 85
9860,Bergen - Gyldenprisveien 19
9861,Sammen - Gyldenprisveien
9862,Bergen - Hatleveien 5C
9863,Sammen - Hatleberg C
9864,Borre - Sandeveien 7
9865,SSN - Smia
9866,Wien - Bloch-Bauer-Promenade 12
9867,Waschküche
9868,Wien - Bloch-Bauer-Promenade 8
9869,Waschküche
9870,_Lille - 214 Pont de Flandres
9871,_to be deleted
9872,Porto - Rua da Galeria de Paris 114
9873,The Gallery Residence - Lavandaria
9874,Porto - R. do Barão de Nova Sintra 434
9875,The Barons Residence - Lavandaria
9876,Lille - 214 Pont de Flandres
9877,les estudines Pasteur - Laverie
9878,Ludinghausen Gutschenkweg
9879,Ludinghausen Seppenrader Brucke
9880,Gutschenkweg
9881,Kast 10 links
9882,Kast 10 rechts
9883,Kast 11 Links
9884,Kast 11 rechts
9885,Kast 12 links
9887,Kast 12 rechts
9888,Kast 13 rechts
9889,Woensel XL
9890,Kast 13 links
9891,Kast 14
9892,Kast 15
9893,Seppenradar
9894,Kast 16 links
9895,Kast 16 rechts
9896,Kast 17 links
9897,Kast 17 rechts
9898,Kast 18 links
9899,Kast 18 rechts
9900,Kast 19
9901,Kast 20
9902,Ingolstadt - Westliche Ringstraße 5
9903,Waschküche
9904,Ulm - Hochsträß 2
9905,Waschküche - Haus 2
9906,Waschküche - Haus 4
9907,Ulm - Hochsträß 4
9908,Waschküche - Haus 4
9909,Parque de Autocaravanas São Salvador
9911,Intermarché Gafanha da Nazaré
9912,Oliveira de Azeméis Service Area
9913,Intermarché de Esmoriz
9914,Praia da Vagueira Motorhome Park
9915,Quinta da Cerca Motorhome Park
9916,Intermarché Super de Castro Verde
9917,Minas S. Domingos Service Area
9918,Intermarché Moura
9919,Intermarché de Odemira
9920,CampingCar Park
9921,Parque do Rio (Cabeceiras de Basto)
9922,Esposende Service Area
9923,Largo das Hortas Service Area
9924,Intermarche Caldas das Taipas
9925,Venezia - Cannaregio 2372
9926,Lavanderia
9928,Gütersloh - Thesingsallee 21 - Demo location
9929,Póvoa de Lanhoso Service Area
9930,Alfândega da Fé Service Area
9931,Bragança Service Area
9932,Izeda Service Area
9933,Freixo de Espada à Cinta
9934,Macedo de Cavaleiros Service Area
9935,Palaçoulo Service Area
9936,Torre de Moncorvo Service Area
9937,Bergen - Årstadveien 25
9938,Sammen - Alrek
9939,Bergen - Damsgårdsveien 18
9940,Sammen - Damsgårdsveien
9941,Bergen - Fridalsveien 22
9942,Sammen - Fridalen
9943,Bergen - Møllendalsveien 52
9944,Sammen - Grønneviksøren
9945,La Rochelle - 27/29 Rue Enrico Fermi
9946,les estudines Les Minimes - Laverie
9947,Parque Biológico de Vinhais
9948,Vinhais Service Area
9949,Belmonte - Parque de Santiago Service Area
9950,Quinta da Bica (ECO Lodge Camping)
9951,Intermarché Castelo Branco
9952,RV Park Unhais da Serra
9953,Intermarché de Idanha-a-Nova
9954,Termas de Monfortinho
9955,Oleiros Service Area
9956,Gabiel Metsulaan
9957,Benquerença Service Area
9958,Dummy vaste kosten per maand
9965,Cergy - 31 rue de l’Aven
9966,les estudines Saint-Christoph - Laverie
9967,Maandvergoeding
9968,St Trudoplein
9969,Stock Miele DE production 2022
9970,Box 214439
9971,Box 214444
9972,Box 214435
9973,Box 214404
9974,Box 214429
9975,Box 214401
9976,Box 214434
9977,Box 214431
9978,Box 214413
9979,Box 214440
9980,Box 214410
9981,Box 214428
9982,Box 214437
9983,Box 214427
9984,Box 214426
9985,Box 214430
9986,Box 214416
9987,Box 214425
9988,Box 214421
9989,Box 214422
9990,Box 214424
9991,Box 214423
9992,Box 214441
9993,Box 220304
9994,Box 220404
9995,Box 220405
9996,Box 220415
9997,Box 220408
9998,Box 220401
9999,Box 220411
10000,Box 220402
10001,Box 220407
10002,Box 220406
10003,Box 220319
10004,Box 220403
10005,Box 220413
10006,Box 220419
10007,Box 220421
10008,Box 220422
10009,Box 220432
10010,Box 220428
10011,Box 220429
10012,Box 220426
10013,Box 220427
10014,Box 220430
10015,Box 220425
10016,Box 220417
10017,Box 220424
10018,Box 220423
10019,Box 220420
10020,Box 220418
10021,Box 220448
10022,Box 220446
10023,Box 220445
10024,Box 220447
10025,Box 220443 (URU 221605)
10026,Box 220449
